Date,Target_date,Actual_direct,Forecast_median_direct,CRPS_direct_parametric,CRPS_direct_empirical,RMSE_direct,PIT,Actual_YoY,Forecast_median_YoY,q05_YoY,q16_YoY,q84_YoY,q95_YoY,CRPS_YoY_timesafe,SHAP_Shap_PPI,SHAP_Shap_real_turnover,SHAP_Shap_retail_turnover,SHAP_Shap_Manufacturing_EU,SHAP_Shap_Vol_loans,SHAP_Shap_Exchange_Rate_CHF,SHAP_Shap_gdp_index_ch,SHAP_Shap_gdp_index_eu,SHAP_Shap_Wage_change,SHAP_Shap_Business_Confidence_EU,SHAP_Shap_CH_2int,SHAP_Shap_infl_e_current_year,SHAP_Shap_fin_spread,SHAP_Shap_unemployment_rate,SHAP_Shap_M1_change,SHAP_Shap_oilprices,SHAP_Shap_variable_mortgages,SHAP_Shap_infl_e_next_year,SHAP_Shap_EU_fin_spread,SHAP_Shap_kofbarometer,SHAP_Shap_Saron_Rate,SHAP_Shap_M3_change,SHAP_Shap_M2_change,SHAP_Shap_headline_1m,SHAP_Shap_core_1m,SHAP_Shap_sin_cycle_1,SHAP_Shap_cos_cycle_1,SHAP_Shap_sin_cycle_2,SHAP_Shap_cos_cycle_2,SHAP_Shap_Linear_Pred,SHAP_Shap_Constant
2021-12-01,2022-12-01,1.9477215854952767,0.3682466372715076,1.5615794355889498,1.5667961056713704,2.494741112066478,1.0,1.9477215854952767,0.3682466372715076,-1.0026335309508516,-0.3907521106108369,0.52264543290228,0.6620796371409231,1.6076136171670576,0.0,0.0,0.0,0.0,0.0,0.0,0.020920732400144717,0.0,0.0,0.11081020128202533,0.0,-0.02073155019687825,-0.021687444726216157,-0.020483901823751267,0.012516469719849745,0.020922500442537847,0.0,0.0,0.0,0.045384885780118206,0.0,0.02478545424414364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03301828691524659,0.22882757706478035
2022-03-01,2023-03-01,2.2165571229428416,0.0320072592403519,2.022989710144275,2.023817297195041,4.772258107002566,0.999999999954689,2.2165571229428416,0.0320072592403519,-1.1629725530339918,-0.8846061718801757,0.402144511891489,0.597808168526015,2.8996439693139227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01558394400243902,0.0,0.07991697144405513,-0.018611199928887052,-0.02222079819495666,0.0,-0.024731348392798325,-0.018084289089299984,-0.08217321053956603,0.0,0.0,0.0,-0.037088571626191454,0.0,0.0,-0.018763724779071202,0.0,0.0,0.0,0.0,0.0,0.0,-0.035893004028070254,0.22524037837757674
2022-06-01,2023-06-01,1.748596256624424,-0.06536512419712534,1.5810398294199526,1.5866626233233216,3.290455891112022,0.9998647618343873,1.748596256624424,-0.06536512419712534,-1.1599469235346493,-0.8913308118217778,0.402144511891489,0.5982825822619553,2.2280039609562015,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045380516018919724,-0.010236398228104442,0.0,0.0,-0.022260203003320395,-0.018274512357622417,0.0,-0.02380546570470162,-0.016282598760233292,-0.10492217065547918,0.0,0.0,0.0,-0.028078169367643277,-0.003822038413147766,0.0,-0.0053104123859964505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17216489628101547
2022-09-01,2023-09-01,1.3367178992657711,-0.0035302097705525,1.0603873157374828,1.0813315482958856,1.7962649937754411,0.9775807055822351,1.3367178992657711,-0.0035302097705525,-1.1629725530339918,-0.9770202599772126,0.508604894016873,0.7897098886906471,1.3524984687888268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978922758930301,-0.04949352712418254,0.0,0.0,-0.020045393139076727,-0.019086693735725767,-0.11242366247657909,-0.14945656608180208,0.0,0.0,-0.05040779184025745,-0.02599767354560886,0.0,-0.011925142745243644,0.0,0.0,0.0,0.0,0.0,0.0,0.07247791898658189,0.26493604603831156
2022-12-01,2023-12-01,1.490287307731819,-0.1153347402562232,1.292203308699531,1.296460980631385,2.578022160985315,0.9962126729867544,1.490287307731819,-0.1153347402562232,-1.1629725530339918,-0.885682114270832,0.5347034746246419,0.7072272182205807,1.4815292769660255,0.0,0.0,0.0,0.0,0.0,0.0,-0.011807019494349376,0.0,0.0,-0.048126944780718946,0.0,-0.012510235910923262,0.0,-0.021651851320560286,-0.029866722803990768,-0.107010393067609,-0.1412068466683604,0.0,0.05194577810627948,-0.05949807745929913,0.04668646745791293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21771110568539553
2023-03-01,2024-03-01,1.0099449936324945,0.2523476482182651,0.448787190302748,0.4772206324079158,0.5739537377786871,0.820022009173718,1.0099449936324945,0.2523476482182651,-1.094794820682243,-0.5441236332512034,1.212125255889518,1.6638460089316354,1.243948609480463,0.0,0.0,0.0,0.0,0.0,0.0,-0.01594234745460091,0.0,-0.013831864182053497,-0.036369486685574416,0.0677376644175917,0.0,-0.014457680125222905,0.0,0.0,0.0,-0.10928688718947652,0.0,0.13903182733906524,-0.04768358354295063,0.03642465934209745,0.0,0.04813149398252008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985938523168695
2023-06-01,2024-06-01,1.1063814765646107,0.5742446075862162,0.27668573925829637,0.3097948130447341,0.28316964732612904,0.7966600525005497,1.1063814765646107,0.5742446075862162,-0.374674542625808,0.18594193948395343,1.3253730683686626,1.738815096828894,0.4212426067506381,0.011651427154838967,0.0,0.0,0.0,0.0,0.0,0.0107817265314114,0.0,0.028546827782284425,-0.09426156703601427,0.04932508774641663,0.0,0.0,0.0,0.0,0.0,0.09246348033118933,0.0,0.10669416204376828,-0.0324022956580825,0.06152149347797174,0.0,0.039511148809577956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30041311640285423
2023-09-01,2024-09-01,0.976749369197094,0.5689575820150949,0.2253086099361494,0.26020492656104993,0.1662941416930888,0.7593038297099697,0.976749369197094,0.5689575820150949,-0.3000163151732238,0.1864152629288185,1.3253730683686626,1.638446653763026,0.20801331226232633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039055631197462956,0.02790226194713547,-0.1606746334450765,0.049452577375413344,0.0,0.0,0.0,0.0,0.0,0.10816619651343257,0.006577134874071466,0.08299618979868818,-0.020351122396783113,0.06491661580212851,0.0,0.05880524288622731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3902227498573207
2023-12-01,2024-12-01,0.6529068849768116,0.5430111251164327,0.12055896910006383,0.1233348087152851,0.01207707803529007,0.5780020717751644,0.6529068849768116,0.5430111251164327,-0.3244976139693989,0.1972387227204386,1.1971244525493312,1.638446653763026,0.16696967178756306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03517488635219432,0.045358800489735576,-0.09767575102753076,0.05296177814869751,0.0,0.0,0.0,0.0,0.0,0.06511993784861696,0.020439589893936905,0.07279841862910266,-0.02161095038312197,0.05777147270820941,0.0,0.056382038418543216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266406767424375
2024-03-01,2025-03-01,0.9365620200689762,0.5703988126583681,0.17667439723675504,0.2134737388092496,0.13407549446122397,0.6818886103913835,0.9365620200689762,0.5703988126583681,-0.2078391915756761,0.2401537402562326,1.37220703342118,1.6638460089316354,0.7144665149785483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045926579191353324,-0.031264420038633105,0.07110039387302171,0.0,0.0,0.0,0.0,0.0,0.05376427109459148,0.022202731788139828,0.08188257003528733,0.0,0.08343744077209464,0.013380692853345996,0.05791817534285332,0.0,0.0,0.0,0.0,0.0,0.0,-0.020661666397184142,0.1927120441434978
