Date,Headline,Core,Headline_level,Core_level
2024-05-01,1.3805183240818586,1.1483961063521342,107.729,105.4713
2024-06-01,1.3193296569814272,1.1063814765646107,107.7316,105.4001
2024-07-01,1.2823292139013454,1.0775843699341259,107.539,105.1223
2024-08-01,1.0548005605056865,1.087329751640187,107.5237,105.2116
2024-09-01,0.8394445411443741,0.9767493691970941,107.2098,104.98
2024-10-01,0.6210283617076762,0.8322523405180249,107.0741,105.0436
2024-11-01,0.7280746060621013,0.8574455312346352,106.9296,105.0622
2024-12-01,0.6244731695070449,0.6529068849768116,106.8708,105.0278
2025-01-01,0.4007502535066543,0.8618556813806855,106.8138,104.9464
2025-02-01,0.32423342418104184,0.919417392368338,107.4115,105.7251
2025-03-01,0.34172165348334005,0.9365620200689762,107.4637,105.8368
2025-04-01,0.03424718122406745,0.6417389652563443,107.4725,105.896
