"CubeId";"snbmonagg"
"PublishingDate";"2025-08-21 09:00"

"Date";"D0";"D1";"Value"
"2023-09";"VV";"GM2";"-13.40608645"
"2023-09";"VV";"GM3";"-2.80118247"
"2023-10";"VV";"GM1";"-17.76378031"
"2023-10";"VV";"GM2";"-13.0567499"
"2023-10";"VV";"GM3";"-2.54824381"
"2023-11";"VV";"GM1";"-18.51349406"
"2023-11";"VV";"GM2";"-13.44984134"
"2023-11";"VV";"GM3";"-3.11045323"
"2023-12";"VV";"GM1";"-17.4531881"
"2023-12";"VV";"GM2";"-12.49371844"
"2023-12";"VV";"GM3";"-1.97749738"
"2024-01";"VV";"GM1";"-17.02706577"
"2024-01";"VV";"GM2";"-12.18943571"
"2024-01";"VV";"GM3";"-2.05249592"
"2024-02";"VV";"GM1";"-16.65655091"
"2024-02";"VV";"GM2";"-11.99438882"
"2024-02";"VV";"GM3";"-2.62639002"
"2024-03";"VV";"GM1";"-14.61602122"
"2024-03";"VV";"GM2";"-10.16726508"
"2024-03";"VV";"GM3";"-1.48879981"
"2024-04";"VV";"GM1";"-13.79218948"
"2024-04";"VV";"GM2";"-9.0468313"
"2024-04";"VV";"GM3";"-0.90150757"
"2024-05";"VV";"GM1";"-12.66470989"
"2024-05";"VV";"GM2";"-7.85668648"
"2024-05";"VV";"GM3";"-0.66809455"
"2024-06";"VV";"GM1";"-9.81291277"
"2024-06";"VV";"GM2";"-5.57501546"
"2024-06";"VV";"GM3";"0.15107912"
"2024-07";"VV";"GM1";"-8.34867876"
"2024-07";"VV";"GM2";"-4.22286091"
"2024-07";"VV";"GM3";"0.30430256"
"2024-08";"VV";"GM1";"-6.25152156"
"2024-08";"VV";"GM2";"-2.38150382"
"2024-08";"VV";"GM3";"1.1503922"
"2024-09";"VV";"GM1";"-4.06892956"
"2024-09";"VV";"GM2";"-0.72218755"
"2024-09";"VV";"GM3";"1.72607893"
"2024-10";"VV";"GM1";"-3.03030784"
"2024-10";"VV";"GM2";"0.28700182"
"2024-10";"VV";"GM3";"1.36789337"
"2024-11";"VV";"GM1";"-1.17762965"
"2024-11";"VV";"GM2";"1.81282877"
"2024-11";"VV";"GM3";"1.78977974"
"2024-12";"VV";"GM1";"2.31426033"
"2024-12";"VV";"GM2";"4.65365342"
"2024-12";"VV";"GM3";"1.90404279"
"2025-01";"VV";"GM1";"4.07301614"
"2025-01";"VV";"GM2";"5.94625588"
"2025-01";"VV";"GM3";"1.68389354"
"2025-02";"VV";"GM1";"5.77714008"
"2025-02";"VV";"GM2";"7.18117559"
"2025-02";"VV";"GM3";"2.4578903"
"2025-03";"VV";"GM1";"8.54687946"
"2025-03";"VV";"GM2";"9.14276826"
"2025-03";"VV";"GM3";"2.80557037"
"2025-04";"VV";"GM1";"11.43431691"
"2025-04";"VV";"GM2";"10.89138438"
"2025-04";"VV";"GM3";"3.05752014"
"2025-05";"VV";"GM1";"13.03808523"
"2025-05";"VV";"GM2";"11.78856044"
"2025-05";"VV";"GM3";"3.53822196"
"2025-06";"VV";"GM1";"17.77299866"
"2025-06";"VV";"GM2";"14.83196573"
"2025-06";"VV";"GM3";"4.29613335"
"2025-07";"VV";"GM1";"21.13418891"
"2025-07";"VV";"GM2";"16.36616896"
"2025-07";"VV";"GM3";"4.70123975"
